"STRING_id","Degree","hgnc_symbol","group"
"9606.ENSP00000254958",0.0663461538461538,"JAG1","snv_control"
"9606.ENSP00000226760",0.0221153846153846,"WFS1","snv"
"9606.ENSP00000226760",0.0221153846153846,"WFS1","fs"
"9606.ENSP00000256078",0.158653846153846,"KRAS","snv_control"
"9606.ENSP00000251127",0.0115384615384615,"NALCN","snv_control"
"9606.ENSP00000251127",0.0115384615384615,"NALCN","fs_control"
"9606.ENSP00000252997",0.0192307692307692,"GATA5","snv_control"
"9606.ENSP00000254227",0.0278846153846154,"NR0B2","snv_control"
"9606.ENSP00000254227",0.0278846153846154,"NR0B2","fs_control"
"9606.ENSP00000251020",0.0153846153846154,"SALL1","snv"
"9606.ENSP00000241256",0.00961538461538462,"GHSR","snv_control"
"9606.ENSP00000254480",0.0451923076923077,"SMARCC1","snv_control"
"9606.ENSP00000254480",0.0451923076923077,"SMARCC1","fs_control"
"9606.ENSP00000159111",0.0201923076923077,"KDM4B","snv_control"
"9606.ENSP00000159111",0.0201923076923077,"KDM4B","fs_control"
"9606.ENSP00000258385",0.00961538461538462,"CHRND","snv_control"
"9606.ENSP00000258385",0.00961538461538462,"CHRND","fs_control"
"9606.ENSP00000234371",0.0192307692307692,"KISS1R","snv_control"
"9606.ENSP00000254950",0.0134615384615385,"VPS4A","snv_control"
"9606.ENSP00000023064",0.00576923076923077,"SLC7A9","snv_control"
"9606.ENSP00000222747",0.00576923076923077,"TSPAN12","snv_control"
"9606.ENSP00000251413",0.0144230769230769,"TUBG1","snv_control"
"9606.ENSP00000251810",0.0192307692307692,"RRM2B","snv_control"
"9606.ENSP00000257904",0.0730769230769231,"CDK4","snv_control"
"9606.ENSP00000259008",0.0201923076923077,"BRIP1","snv"
"9606.ENSP00000259818",0.0201923076923077,"TUBB2B","snv_control"
"9606.ENSP00000232501",0.00961538461538462,"NPRL2","snv_control"
"9606.ENSP00000232501",0.00961538461538462,"NPRL2","fs_control"
"9606.ENSP00000260731",0.0509615384615385,"KIF11","snv_control"
"9606.ENSP00000230538",0.0211538461538462,"LAMA4","snv_control"
"9606.ENSP00000254854",0.0288461538461538,"GUCY2D","snv"
"9606.ENSP00000215095",0.0230769230769231,"STX1B","fs_control"
"9606.ENSP00000217182",0.0211538461538462,"EEF1A2","snv_control"
"9606.ENSP00000234488",0.0153846153846154,"CLCN6","snv_control"
"9606.ENSP00000253496",0.0173076923076923,"F12","snv_control"
"9606.ENSP00000253496",0.0173076923076923,"F12","fs_control"
"9606.ENSP00000254657",0.0125,"PER2","fs_control"
"9606.ENSP00000256646",0.0461538461538462,"NOTCH2","snv"
"9606.ENSP00000256646",0.0461538461538462,"NOTCH2","fs"
"9606.ENSP00000260947",0.0346153846153846,"BARD1","snv"
"9606.ENSP00000260947",0.0346153846153846,"BARD1","fs"
"9606.ENSP00000257566",0.0346153846153846,"TBX3","snv_control"
"9606.ENSP00000258411",0.0163461538461538,"WNT10A","snv"
"9606.ENSP00000260302",0.0365384615384615,"MMP13","snv_control"
"9606.ENSP00000260302",0.0365384615384615,"MMP13","fs_control"
"9606.ENSP00000261590",0.0346153846153846,"DSG2","snv"
"9606.ENSP00000216484",0.00961538461538462,"SPTLC2","snv_control"
"9606.ENSP00000256854",0.00865384615384615,"NARS1","snv"
"9606.ENSP00000261405",0.0644230769230769,"VWF","snv_control"
"9606.ENSP00000261769",0.135576923076923,"CDH1","snv"
"9606.ENSP00000245923",0.0105769230769231,"RTN2","fs_control"
"9606.ENSP00000240328",0.0259615384615385,"TBX2","snv_control"
"9606.ENSP00000251287",0.00865384615384615,"HCN2","snv_control"
"9606.ENSP00000252826",0.0307692307692308,"TRPM4","snv_control"
"9606.ENSP00000199389",0.00865384615384615,"EIF2AK1","snv_control"
"9606.ENSP00000261772",0.0221153846153846,"AARS1","snv_control"
"9606.ENSP00000261772",0.0221153846153846,"AARS1","fs_control"
"9606.ENSP00000257868",0.00769230769230769,"GDF11","snv_control"
"9606.ENSP00000259216",0.00384615384615385,"CFC1","fs_control"
"9606.ENSP00000217381",0.0221153846153846,"SNTA1","snv_control"
"9606.ENSP00000261366",0.0490384615384615,"LMNB1","snv_control"
"9606.ENSP00000262160",0.105769230769231,"SMAD2","snv_control"
"9606.ENSP00000262189",0.0519230769230769,"KMT2C","snv_control"
"9606.ENSP00000262189",0.0519230769230769,"KMT2C","fs_control"
"9606.ENSP00000262209",0.0201923076923077,"TRPA1","snv_control"
"9606.ENSP00000249389",0.0153846153846154,"OPN1SW","snv_control"
"9606.ENSP00000260653",0.0278846153846154,"SIX3","snv_control"
"9606.ENSP00000256474",0.0201923076923077,"VHL","snv"
"9606.ENSP00000256474",0.0201923076923077,"VHL","fs"
"9606.ENSP00000257555",0.0298076923076923,"HNF1A","snv"
"9606.ENSP00000262238",0.0538461538461538,"YY1","snv"
"9606.ENSP00000251595",0.00865384615384615,"HBA2","snv_control"
"9606.ENSP00000262407",0.0557692307692308,"ITGA2B","snv_control"
"9606.ENSP00000246914",0.0153846153846154,"WNK4","snv_control"
"9606.ENSP00000246914",0.0153846153846154,"WNK4","fs_control"
"9606.ENSP00000261514",0.00673076923076923,"CLCN3","snv_control"
"9606.ENSP00000262418",0.0153846153846154,"SLC4A1","snv"
"9606.ENSP00000259455",0.0326923076923077,"GABBR2","snv_control"
"9606.ENSP00000259455",0.0326923076923077,"GABBR2","fs_control"
"9606.ENSP00000261205",0.0375,"SYT1","snv_control"
"9606.ENSP00000262367",0.118269230769231,"CREBBP","snv"
"9606.ENSP00000262367",0.118269230769231,"CREBBP","fs"
"9606.ENSP00000262186",0.0538461538461538,"KCNH2","snv"
"9606.ENSP00000249910",0.00961538461538462,"MBD4","snv"
"9606.ENSP00000261523",0.0173076923076923,"RORA","snv"
"9606.ENSP00000261523",0.0173076923076923,"RORA","fs_control"
"9606.ENSP00000262519",0.0442307692307692,"SETD1A","snv_control"
"9606.ENSP00000262519",0.0442307692307692,"SETD1A","fs_control"
"9606.ENSP00000262965",0.0346153846153846,"TCF3","snv_control"
"9606.ENSP00000262965",0.0346153846153846,"TCF3","fs_control"
"9606.ENSP00000258962",0.0490384615384615,"SRSF1","snv_control"
"9606.ENSP00000262340",0.0298076923076923,"RPE65","snv"
"9606.ENSP00000263253",0.149038461538462,"EP300","snv"
"9606.ENSP00000263253",0.149038461538462,"EP300","fs"
"9606.ENSP00000261537",0.0105769230769231,"MIB1","snv_control"
"9606.ENSP00000261537",0.0105769230769231,"MIB1","fs_control"
"9606.ENSP00000261799",0.0759615384615385,"PDGFRB","snv_control"
"9606.ENSP00000261937",0.0375,"FLT4","snv"
"9606.ENSP00000261937",0.0375,"FLT4","fs_control"
"9606.ENSP00000252934",0.0144230769230769,"ATXN10","snv_control"
"9606.ENSP00000262494",0.0432692307692308,"GNAO1","snv_control"
"9606.ENSP00000262494",0.0432692307692308,"GNAO1","fs_control"
"9606.ENSP00000263334",0.0298076923076923,"PAX8","snv_control"
"9606.ENSP00000263334",0.0298076923076923,"PAX8","fs_control"
"9606.ENSP00000246548",0.0105769230769231,"UBA2","snv_control"
"9606.ENSP00000246548",0.0105769230769231,"UBA2","fs_control"
"9606.ENSP00000259241",0.0115384615384615,"HS6ST1","snv_control"
"9606.ENSP00000258439",0.00480769230769231,"TMEM127","fs"
"9606.ENSP00000261584",0.0269230769230769,"PALB2","snv"
"9606.ENSP00000261584",0.0269230769230769,"PALB2","fs"
"9606.ENSP00000243253",0.025,"SEC61A1","snv_control"
"9606.ENSP00000262027",0.0240384615384615,"MARS1","snv_control"
"9606.ENSP00000262027",0.0240384615384615,"MARS1","fs_control"
"9606.ENSP00000256707",0.00769230769230769,"KIDINS220","fs"
"9606.ENSP00000256707",0.00769230769230769,"KIDINS220","snv_control"
"9606.ENSP00000262426",0.0125,"FOXF1","snv_control"
"9606.ENSP00000263388",0.0548076923076923,"NOTCH3","snv"
"9606.ENSP00000263388",0.0548076923076923,"NOTCH3","fs"
"9606.ENSP00000263734",0.0336538461538462,"EPAS1","snv_control"
"9606.ENSP00000263735",0.0538461538461538,"EPCAM","snv_control"
"9606.ENSP00000263735",0.0538461538461538,"EPCAM","fs_control"
"9606.ENSP00000225387",0.00961538461538462,"CRYBA1","snv_control"
"9606.ENSP00000225387",0.00961538461538462,"CRYBA1","fs_control"
"9606.ENSP00000261716",0.00961538461538462,"TAOK1","snv"
"9606.ENSP00000263923",0.0980769230769231,"KDR","snv_control"
"9606.ENSP00000262304",0.0240384615384615,"PKD1","snv"
"9606.ENSP00000262304",0.0240384615384615,"PKD1","fs"
"9606.ENSP00000264079",0.0153846153846154,"MCOLN1","snv_control"
"9606.ENSP00000257312",0.00576923076923077,"DZIP1","snv_control"
"9606.ENSP00000262554",0.0192307692307692,"SPTLC1","snv_control"
"9606.ENSP00000264380",0.0221153846153846,"PIKFYVE","snv_control"
"9606.ENSP00000264380",0.0221153846153846,"PIKFYVE","fs_control"
"9606.ENSP00000262948",0.0461538461538462,"MAP2K2","snv_control"
"9606.ENSP00000264010",0.0596153846153846,"CTCF","snv_control"
"9606.ENSP00000264033",0.05,"CBL","snv_control"
"9606.ENSP00000264657",0.145192307692308,"STAT3","snv_control"
"9606.ENSP00000264657",0.145192307692308,"STAT3","fs_control"
"9606.ENSP00000264709",0.0625,"DNMT3A","snv"
"9606.ENSP00000225665",0.00673076923076923,"SLC25A11","snv_control"
"9606.ENSP00000261170",0.0182692307692308,"GUCY2C","snv_control"
"9606.ENSP00000261170",0.0182692307692308,"GUCY2C","fs_control"
"9606.ENSP00000263035",0.0173076923076923,"DHTKD1","snv_control"
"9606.ENSP00000263035",0.0173076923076923,"DHTKD1","fs_control"
"9606.ENSP00000243344",0.00769230769230769,"TTC21B","snv_control"
"9606.ENSP00000243344",0.00769230769230769,"TTC21B","fs_control"
"9606.ENSP00000264156",0.0365384615384615,"MCM6","snv_control"
"9606.ENSP00000260649",0.00673076923076923,"SLC3A1","snv"
"9606.ENSP00000263269",0.0173076923076923,"GRIN2D","snv_control"
"9606.ENSP00000265077",0.0307692307692308,"VCAN","snv_control"
"9606.ENSP00000265077",0.0307692307692308,"VCAN","fs_control"
"9606.ENSP00000262177",0.0125,"DNAJB6","snv_control"
"9606.ENSP00000245564",0.00384615384615385,"MSTO1","snv_control"
"9606.ENSP00000245564",0.00384615384615385,"MSTO1","fs_control"
"9606.ENSP00000262461",0.0365384615384615,"SLC12A2","snv_control"
"9606.ENSP00000262461",0.0365384615384615,"SLC12A2","fs_control"
"9606.ENSP00000264028",0.0192307692307692,"ARCN1","snv_control"
"9606.ENSP00000264028",0.0192307692307692,"ARCN1","fs_control"
"9606.ENSP00000264414",0.0471153846153846,"CUL3","snv_control"
"9606.ENSP00000264834",0.0163461538461538,"KLF1","snv_control"
"9606.ENSP00000265056",0.0413461538461538,"MCM2","snv_control"
"9606.ENSP00000261917",0.0423076923076923,"HCN4","snv_control"
"9606.ENSP00000263431",0.0528846153846154,"PRKCG","snv_control"
"9606.ENSP00000261024",0.00865384615384615,"SLC40A1","fs_control"
"9606.ENSP00000261208",0.00769230769230769,"HAL","snv_control"
"9606.ENSP00000267163",0.0605769230769231,"RB1","snv_control"
"9606.ENSP00000267163",0.0605769230769231,"RB1","fs_control"
"9606.ENSP00000264932",0.0336538461538462,"SDHA","snv_control"
"9606.ENSP00000265316",0.00865384615384615,"ABCB6","snv_control"
"9606.ENSP00000263321",0.0211538461538462,"TYR","snv"
"9606.ENSP00000265113",0.0336538461538462,"SLC1A3","snv_control"
"9606.ENSP00000261726",0.00769230769230769,"CUX2","snv_control"
"9606.ENSP00000261726",0.00769230769230769,"CUX2","fs_control"
"9606.ENSP00000257749",0.00673076923076923,"BACH2","snv_control"
"9606.ENSP00000261007",0.00865384615384615,"CHRNA1","snv_control"
"9606.ENSP00000261007",0.00865384615384615,"CHRNA1","fs_control"
"9606.ENSP00000245503",0.0211538461538462,"MYH2","snv_control"
"9606.ENSP00000245503",0.0211538461538462,"MYH2","fs_control"
"9606.ENSP00000266079",0.0259615384615385,"PRPF6","snv_control"
"9606.ENSP00000257860",0.00288461538461538,"PRPH","snv_control"
"9606.ENSP00000265362",0.0259615384615385,"SEMA3A","snv_control"
"9606.ENSP00000267101",0.0567307692307692,"ERBB3","fs_control"
"9606.ENSP00000268603",0.025,"CDH11","snv_control"
"9606.ENSP00000268603",0.025,"CDH11","fs_control"
"9606.ENSP00000268124",0.0163461538461538,"POLG","fs"
"9606.ENSP00000268124",0.0163461538461538,"POLG","snv_control"
"9606.ENSP00000264731",0.0259615384615385,"TP63","snv"
"9606.ENSP00000266085",0.0471153846153846,"TIMP3","snv_control"
"9606.ENSP00000267415",0.0153846153846154,"TINF2","fs_control"
"9606.ENSP00000268489",0.0153846153846154,"ZFHX3","snv"
"9606.ENSP00000269141",0.0923076923076923,"CDH2","snv_control"
"9606.ENSP00000269216",0.0394230769230769,"GATA6","snv_control"
"9606.ENSP00000269216",0.0394230769230769,"GATA6","fs_control"
"9606.ENSP00000269305",0.259615384615385,"TP53","snv"
"9606.ENSP00000256103",0.00576923076923077,"PMP2","snv_control"
"9606.ENSP00000263780",0.0298076923076923,"CHMP2B","snv_control"
"9606.ENSP00000256737",0.00769230769230769,"ANO3","snv_control"
"9606.ENSP00000273063",0.00480769230769231,"SLC4A3","snv_control"
"9606.ENSP00000264649",0.0182692307692308,"ATP6V0A1","snv_control"
"9606.ENSP00000263857",0.0230769230769231,"POLR1A","snv_control"
"9606.ENSP00000263857",0.0230769230769231,"POLR1A","fs_control"
"9606.ENSP00000265593",0.0278846153846154,"CLCN2","snv_control"
"9606.ENSP00000265593",0.0278846153846154,"CLCN2","fs_control"
"9606.ENSP00000273077",0.00961538461538462,"PNKD","snv_control"
"9606.ENSP00000262450",0.0125,"CHD5","snv_control"
"9606.ENSP00000262450",0.0125,"CHD5","fs_control"
"9606.ENSP00000264637",0.0134615384615385,"THRA","snv_control"
"9606.ENSP00000273398",0.0201923076923077,"ATP6V1A","snv_control"
"9606.ENSP00000274276",0.00576923076923077,"OSMR","snv_control"
"9606.ENSP00000274376",0.0355769230769231,"RASA1","snv"
"9606.ENSP00000275493",0.195192307692308,"EGFR","snv_control"
"9606.ENSP00000275493",0.195192307692308,"EGFR","fs_control"
"9606.ENSP00000250894",0.0105769230769231,"MAPK8IP3","snv_control"
"9606.ENSP00000250894",0.0105769230769231,"MAPK8IP3","fs_control"
"9606.ENSP00000274547",0.0317307692307692,"GABRB2","snv_control"
"9606.ENSP00000270142",0.0490384615384615,"SOD1","snv_control"
"9606.ENSP00000277120",0.0625,"NTRK2","snv_control"
"9606.ENSP00000277865",0.0230769230769231,"GLUD1","snv_control"
"9606.ENSP00000263408",0.0134615384615385,"C9","snv_control"
"9606.ENSP00000263408",0.0134615384615385,"C9","fs_control"
"9606.ENSP00000266395",0.0182692307692308,"PDE6H","snv_control"
"9606.ENSP00000268125",0.0221153846153846,"RLBP1","snv_control"
"9606.ENSP00000268125",0.0221153846153846,"RLBP1","fs_control"
"9606.ENSP00000278407",0.0192307692307692,"SERPING1","snv"
"9606.ENSP00000278407",0.0192307692307692,"SERPING1","fs"
"9606.ENSP00000257215",0.00384615384615385,"DAGLA","fs"
"9606.ENSP00000269143",0.0230769230769231,"AFG3L2","snv_control"
"9606.ENSP00000278836",0.00673076923076923,"MYRF","snv_control"
"9606.ENSP00000278836",0.00673076923076923,"MYRF","fs_control"
"9606.ENSP00000265748",0.0355769230769231,"ANLN","snv_control"
"9606.ENSP00000271715",0.0125,"POGZ","snv"
"9606.ENSP00000281708",0.0721153846153846,"FBXW7","snv"
"9606.ENSP00000262215",0.0153846153846154,"ARFGEF1","snv_control"
"9606.ENSP00000262215",0.0153846153846154,"ARFGEF1","fs_control"
"9606.ENSP00000265343",0.00865384615384615,"AFF4","snv_control"
"9606.ENSP00000275034",0.00673076923076923,"PHIP","snv_control"
"9606.ENSP00000281928",0.0230769230769231,"MED13L","snv"
"9606.ENSP00000266376",0.075,"CACNA1C","fs_control"
"9606.ENSP00000265388",0.00673076923076923,"TNPO3","snv_control"
"9606.ENSP00000265388",0.00673076923076923,"TNPO3","fs_control"
"9606.ENSP00000265709",0.0259615384615385,"ANK1","snv"
"9606.ENSP00000273375",0.000961538461538462,"RABL3","snv_control"
"9606.ENSP00000265643",0.00288461538461538,"GAL","snv_control"
"9606.ENSP00000276390",0.0182692307692308,"ATP6V1B2","snv_control"
"9606.ENSP00000264917",0.00865384615384615,"PDE8B","snv_control"
"9606.ENSP00000264917",0.00865384615384615,"PDE8B","fs_control"
"9606.ENSP00000248244",0.0134615384615385,"TICAM1","snv_control"
"9606.ENSP00000262916",0.0230769230769231,"KCNQ4","snv_control"
"9606.ENSP00000262916",0.0230769230769231,"KCNQ4","fs_control"
"9606.ENSP00000283254",0.0336538461538462,"SCN3A","snv_control"
"9606.ENSP00000282928",0.0182692307692308,"ZIC1","snv"
"9606.ENSP00000283195",0.0278846153846154,"RANBP2","snv_control"
"9606.ENSP00000283195",0.0278846153846154,"RANBP2","fs_control"
"9606.ENSP00000278379",0.0490384615384615,"SLC1A2","snv_control"
"9606.ENSP00000278379",0.0490384615384615,"SLC1A2","fs_control"
"9606.ENSP00000281456",0.0259615384615385,"SLC25A4","fs_control"
"9606.ENSP00000282541",0.0201923076923077,"GPD1L","snv_control"
"9606.ENSP00000268638",0.0240384615384615,"IRF8","snv_control"
"9606.ENSP00000284440",0.0240384615384615,"UCHL1","snv_control"
"9606.ENSP00000284440",0.0240384615384615,"UCHL1","fs_control"
"9606.ENSP00000286628",0.0490384615384615,"KCNMA1","snv_control"
"9606.ENSP00000286628",0.0490384615384615,"KCNMA1","fs_control"
"9606.ENSP00000278780",0.00576923076923077,"OVOL2","snv_control"
"9606.ENSP00000287878",0.0471153846153846,"PRKAG2","snv_control"
"9606.ENSP00000268876",0.0182692307692308,"UNC45B","snv_control"
"9606.ENSP00000264009",0.0134615384615385,"HSF4","snv_control"
"9606.ENSP00000272190",0.0480769230769231,"REN","snv_control"
"9606.ENSP00000288139",0.0528846153846154,"CACNA1D","snv_control"
"9606.ENSP00000288139",0.0528846153846154,"CACNA1D","fs_control"
"9606.ENSP00000268231",0.00384615384615385,"SEPTIN12","snv_control"
"9606.ENSP00000288135",0.0990384615384615,"KIT","snv_control"
"9606.ENSP00000288135",0.0990384615384615,"KIT","fs_control"
"9606.ENSP00000261800",0.00192307692307692,"FAT2","snv_control"
"9606.ENSP00000263726",0.00769230769230769,"LHX4","fs_control"
"9606.ENSP00000287766",0.0432692307692308,"SLC6A1","snv_control"
"9606.ENSP00000285071",0.0144230769230769,"FLCN","snv"
"9606.ENSP00000291554",0.0125,"CRYAA","snv_control"
"9606.ENSP00000264956",0.00576923076923077,"EVC","snv_control"
"9606.ENSP00000294304",0.0365384615384615,"LRP5","snv"
"9606.ENSP00000295619",0.0163461538461538,"PROK2","snv_control"
"9606.ENSP00000269576",0.00961538461538462,"KRT10","snv_control"
"9606.ENSP00000289004",0.00480769230769231,"HPD","snv_control"
"9606.ENSP00000289004",0.00480769230769231,"HPD","fs_control"
"9606.ENSP00000290378",0.0644230769230769,"ACTC1","snv_control"
"9606.ENSP00000293217",0.0173076923076923,"ACOX1","snv_control"
"9606.ENSP00000293328",0.0586538461538462,"STAT5B","snv_control"
"9606.ENSP00000293328",0.0586538461538462,"STAT5B","fs_control"
"9606.ENSP00000278833",0.025,"ROM1","snv_control"
"9606.ENSP00000295108",0.0403846153846154,"NEUROD1","snv_control"
"9606.ENSP00000295897",0.170192307692308,"ALB","snv_control"
"9606.ENSP00000295897",0.170192307692308,"ALB","fs_control"
"9606.ENSP00000263461",0.00480769230769231,"WDR11","snv_control"
"9606.ENSP00000263461",0.00480769230769231,"WDR11","fs_control"
"9606.ENSP00000279488",0.0192307692307692,"DUSP6","snv_control"
"9606.ENSP00000263257",0.00961538461538462,"NOVA2","snv_control"
"9606.ENSP00000295454",0.0201923076923077,"GABRB1","snv_control"
"9606.ENSP00000274140",0.00769230769230769,"MARCHF6","snv_control"
