"hgnc_symbol","ensembl_transcript_id","group","repeat_fraction","nmdesc_repeat_fraction","homopolymer_fraction","nmdesc_homopolymer_fraction"
"NOTCH2","ENST00000256646","snv",0.600458468176915,0.617095205003475,0.0585221143473571,0.0861709520500347
"GUCY2D","ENST00000254854","snv",0.615338164251208,0.630434782608696,0.0658212560386473,0.0579710144927536
"DSG2","ENST00000261590","snv",0.61423890378314,0.589002795899348,0.0601727733095025,0.0419384902143523
"NOTCH3","ENST00000263388","snv",0.585845535457939,0.656391659111514,0.0790984783232845,0.166817769718948
"RPE65","ENST00000262340","snv",0.608614232209738,0.589108910891089,0.0805243445692884,0.0495049504950495
"TAOK1","ENST00000261716","snv",0.594477711244178,0.59765625,0.0612109115103127,0.099609375
"FLT4","ENST00000261937","snv",0.576490713587488,0.618473895582329,0.0552297165200391,0.072289156626506
"BRIP1","ENST00000259008","snv",0.612,0.625698324022346,0.0978666666666667,0.108379888268156
"EP300","ENST00000263253","snv",0.61407867494824,0.619964189794091,0.0657004830917874,0.0756490599820949
"SLC3A1","ENST00000260649","snv",0.597667638483965,0.576374745417515,0.0602526724975705,0.0509164969450102
"TYR","ENST00000263321","snv",0.571698113207547,0.521897810218978,0.0660377358490566,0.0583941605839416
"AP4E1","ENST00000261842","snv",0.619214997070885,0.545023696682464,0.0682483889865261,0.037914691943128
"KCNH2","ENST00000262186","snv",0.608333333333333,0.67,0.0841954022988506,0.2
"BARD1","ENST00000260947","snv",0.568551842330763,0.545691906005222,0.0599828620394173,0.0234986945169713
"HNF1A","ENST00000257555","snv",0.610759493670886,0.567415730337079,0.0664556962025316,0.0224719101123595
"WNT10A","ENST00000258411","snv",0.602870813397129,0.587591240875912,0.0542264752791069,0.0328467153284672
"YY1","ENST00000262238","snv",0.656224899598394,0.630901287553648,0.0409638554216867,0.0901287553648069
"SLC4A1","ENST00000262418","snv",0.60453216374269,0.641221374045801,0.0526315789473684,0
"CREBBP","ENST00000262367","snv",0.611679628871606,0.601268690530131,0.0814572247237004,0.101948346171273
"PALB2","ENST00000261584","snv",0.618646447627071,0.601532567049808,0.0808761583824768,0.0344827586206897
"CDH1","ENST00000261769","snv",0.631181577953945,0.557692307692308,0.0679501698754247,0.0923076923076923
"VHL","ENST00000256474","snv",0.607476635514019,0.550218340611354,0.0202492211838006,0.0218340611353712
"PKD1","ENST00000262304","snv",0.592394671623296,0.662162162162162,0.0589374225526642,0.0791505791505791
"NARS1","ENST00000256854","snv",0.595021250758956,0.598901098901099,0.066180935033394,0.0879120879120879
"PPM1D","ENST00000305921","snv",0.632563256325633,0.669407894736842,0.05995599559956,0.0888157894736842
"FBXW7","ENST00000281708","snv",0.642184557438795,0.648902821316614,0.0626177024482109,0.0846394984326019
"ZFHX3","ENST00000268489","snv",0.624730021598272,0.645533141210375,0.0768538516918646,0.111815561959654
"NAA15","ENST00000296543","snv",0.625913110342176,0.621513944223108,0.0688196847366398,0.0159362549800797
"PRPF8","ENST00000304992","snv",0.58861301369863,0.565853658536585,0.0460901826484018,0.0634146341463415
"F13A1","ENST00000264870","snv",0.602091859936335,0.568627450980392,0.053206002728513,0
"MED13L","ENST00000281928","snv",0.613297150610583,0.622950819672131,0.0619629127091814,0.0655737704918033
"SERPING1","ENST00000278407","snv",0.642049234863606,0.615131578947368,0.0578842315369262,0.055921052631579
"TGFBR2","ENST00000295754","snv",0.573356807511737,0.560869565217391,0.0352112676056338,0.0173913043478261
"KAT6A","ENST00000265713","snv",0.620448877805486,0.612237375598968,0.0713216957605985,0.047917434574272
"SHH","ENST00000297261","snv",0.617710583153348,0.61345496009122,0.0590352771778258,0.0535917901938426
"LRP5","ENST00000294304","snv",0.586221122112211,0.586538461538462,0.0569306930693069,0.0897435897435897
"TP63","ENST00000264731","snv",0.58932941752325,0.553314121037464,0.0592266275085658,0.0835734870317003
"NIPBL","ENST00000282516","snv",0.616280451574569,0.557692307692308,0.0903149138443256,0.0456730769230769
"MN1","ENST00000302326","snv",0.640423921271764,0.577586206896552,0.100176633863235,0.0344827586206897
"ALG8","ENST00000299626","snv",0.610373181530677,0.613475177304965,0.079696394686907,0.0780141843971631
"ANK1","ENST00000289734","snv",0.609604820131136,0.543624161073825,0.0604288499025341,0.0939597315436242
"FLCN","ENST00000285071","snv",0.59367816091954,0.547619047619048,0.0626436781609195,0.0357142857142857
"RHO","ENST00000296271","snv",0.556829035339064,0.577639751552795,0.0362941738299905,0.0248447204968944
"POGZ","ENST00000271715","snv",0.57925820930782,0.55575014594279,0.0505551618237657,0.0560420315236427
"ZIC1","ENST00000282928","snv",0.613095238095238,0.653225806451613,0.0483630952380952,0.0161290322580645
"RASA1","ENST00000274376","snv",0.611323155216285,0.544776119402985,0.0852417302798982,0.141791044776119
"LRSAM1","ENST00000300417","snv",0.578729281767956,0.630681818181818,0.0377532228360958,0
"DCHS1","ENST00000299441","snv",0.577952915024755,0.556724267468069,0.0587046579771648,0.060480841472577
"TP53","ENST00000269305","snv",0.585448392554992,0.515151515151515,0.0888324873096447,0.128787878787879
"SPRED1","ENST00000299084","snv",0.570786516853933,0.570613409415121,0.0749063670411985,0.0813124108416548
"COL3A1","ENST00000304636","snv",0.625539650079527,0.588832487309645,0.0658941149738696,0.065989847715736
"KAT6B","ENST00000287239","snv",0.624236579877853,0.605444785276074,0.0821279331404693,0.0598159509202454
"CYP11B1","ENST00000292427","snv",0.601190476190476,0.652439024390244,0.0423280423280423,0.0304878048780488
"LEMD3","ENST00000308330","snv",0.631213450292398,0.658878504672897,0.0862573099415205,0.0560747663551402
"RARB","ENST00000330688","snv",0.582776540460282,0.62753036437247,0.0497401633259094,0.0809716599190283
"CLCN1","ENST00000343257","snv",0.611054937647455,0.64218009478673,0.0684192787327267,0.135071090047393
"TCF12","ENST00000333725","snv",0.604903347477605,0.642487046632124,0.0603488920320603,0.0466321243523316
"NR2F1","ENST00000327111","snv",0.59748427672956,0.558912386706949,0.0573899371069182,0.0513595166163142
"EYA1","ENST00000340726","snv",0.60539629005059,0.603053435114504,0.0534007869589657,0.0458015267175573
"F2","ENST00000311907","snv",0.593900481540931,0.61340206185567,0.0460139111824505,0.0876288659793814
"RORA","ENST00000335670","snv",0.606870229007634,0.572093023255814,0.0655216284987277,0.0372093023255814
"NKX2-1","ENST00000354822","snv",0.645936981757877,0.64312736443884,0.0621890547263682,0.0504413619167718
"TLK2","ENST00000346027","snv",0.596537949400799,0.633928571428571,0.0701287172658677,0.0178571428571429
"HNF4A","ENST00000316099","snv",0.549473684210526,0.544041450777202,0.0456140350877193,0.129533678756477
"TRPC6","ENST00000344327","snv",0.599427753934192,0.702970297029703,0.0726037195994278,0.0445544554455446
"MITF","ENST00000352241","snv",0.591397849462366,0.606194690265487,0.062618595825427,0.0398230088495575
"SCNN1B","ENST00000343070","snv",0.562142485699428,0.589327146171694,0.0686427457098284,0.0788863109048724
"DNMT3A","ENST00000321117","snv",0.62504563709383,0.567708333333333,0.0799561883899233,0.0208333333333333
"PKLR","ENST00000342741","snv",0.606376811594203,0.598726114649682,0.0481159420289855,0
"FBN1","ENST00000316623","snv",0.61652739090065,0.597727272727273,0.0504874651810585,0.0568181818181818
"ARID2","ENST00000334344","snv",0.578249818445897,0.594871794871795,0.0628177196804648,0.0974358974358974
"SUZ12","ENST00000322652","snv",0.606756756756757,0.611111111111111,0.11036036036036,0.133838383838384
"ARID1A","ENST00000324856","snv",0.639690871974336,0.623878923766816,0.0854476523767862,0.0566143497757848
"NPR2","ENST00000342694","snv",0.591603053435115,0.620689655172414,0.0543893129770992,0.0862068965517241
"EVC2","ENST00000344408","snv",0.618029029793736,0.688679245283019,0.0685001273236567,0.0974842767295598
"SLCO2A1","ENST00000310926","snv",0.62008281573499,0.583333333333333,0.046583850931677,0.0238095238095238
"PLEC","ENST00000345136","snv",0.610964526531809,0.612697399904291,0.0307094693638229,0.0386026479502313
"KMT2E","ENST00000311117","snv",0.616281154742693,0.642078255291854,0.0891160121929353,0.0885182809493265
"GRIN2A","ENST00000330684","snv",0.600682593856655,0.614594594594595,0.0664391353811149,0.0854054054054054
"WAC","ENST00000354911","snv",0.568930041152263,0.65,0.0632716049382716,0.125
"FLNC","ENST00000325888","snv",0.596478356566398,0.634453781512605,0.0682318415260455,0.105042016806723
"SLC5A2","ENST00000330498","snv",0.588905398712234,0.653429602888087,0.0361565131253096,0.0866425992779783
"ANO5","ENST00000324559","snv",0.63092633114515,0.63235294117647,0.0722100656455142,0.110294117647059
"KLHL3","ENST00000309755","snv",0.560657596371882,0.493670886075949,0.0260770975056689,0.0506329113924051
"SPAST","ENST00000315285","snv",0.62020529443544,0.526011560693642,0.0815775256618044,0.0867052023121387
"SATB1","ENST00000338745","snv",0.631762652705061,0.685612788632327,0.0571553228621291,0.0532859680284192
"SLC12A6","ENST00000354181","snv",0.60642919200695,0.647887323943662,0.0631335070952795,0.0845070422535211
"NUS1","ENST00000368494","snv",0.613378684807256,0.581560283687943,0.0634920634920635,0.0354609929078014
"CRB1","ENST00000367400","snv",0.609571191660744,0.552631578947368,0.0549632788438759,0.0639097744360902
"KIF21A","ENST00000361418","snv",0.598208955223881,0.625,0.0807960199004975,0.0694444444444444
"TRPS1","ENST00000395715","snv",0.607207207207207,0.619604316546763,0.0764478764478764,0.072841726618705
"KCNQ2","ENST00000359125","snv",0.605192821687667,0.622762148337596,0.078655975563192,0.0792838874680307
"EPHB4","ENST00000358173","snv",0.601889338731444,0.616666666666667,0.0684885290148448,0.0666666666666667
"COL5A1","ENST00000371817","snv",0.673373210077941,0.624365482233503,0.115280043501903,0.065989847715736
"MYO6","ENST00000369977","snv",0.605754276827372,0.552,0.0839813374805599,0
"ABCA1","ENST00000374736","snv",0.605658709106985,0.654450261780105,0.0487768936044798,0.0680628272251309
"GLI2","ENST00000361492","snv",0.606369426751592,0.602065131056394,0.0868365180467091,0.0893566322478157
"NR3C2","ENST00000358102","snv",0.60575296108291,0.601941747572815,0.0598984771573604,0.0388349514563107
"TGFB2","ENST00000366930","snv",0.587951807228916,0.545454545454545,0.0538152610441767,0.0191387559808612
"HIVEP2","ENST00000367603","snv",0.598828497479907,0.590857142857143,0.0532624982972347,0.0697142857142857
"GNAS","ENST00000371085","snv",0.573839662447257,0.543147208121827,0.020253164556962,0
"ENG","ENST00000373203","snv",0.597875569044006,0.634285714285714,0.0703085483055134,0.102857142857143
"COL2A1","ENST00000380518","snv",0.637320788530466,0.532994923857868,0.0824372759856631,0.0406091370558376
"SMARCD1","ENST00000394963","snv",0.597545219638243,0.653846153846154,0.0574935400516796,0
"RELA","ENST00000406246","snv",0.59963768115942,0.609212481426449,0.0984299516908213,0.141158989598811
"PRRT2","ENST00000358758","snv",0.671554252199413,0.672131147540984,0.155425219941349,0.0983606557377049
"SYNE1","ENST00000367255","snv",0.596082442979465,0.663230240549828,0.0547851784496476,0.0412371134020619
"PPOX","ENST00000367999","snv",0.576011157601116,0.585492227979275,0.0613668061366806,0.0673575129533679
"ABCC8","ENST00000389817","snv",0.581542351453856,0.478723404255319,0.0419300463548251,0.0425531914893617
"TEK","ENST00000380036","snv",0.605037037037037,0.576,0.0562962962962963,0
"ACVRL1","ENST00000388922","snv",0.579365079365079,0.632432432432432,0.0562169312169312,0.0810810810810811
"FBXO11","ENST00000403359","snv",0.617456896551724,0.577777777777778,0.0660919540229885,0.0277777777777778
"ZNF292","ENST00000369577","snv",0.624326970141948,0.621494029436268,0.0860254527655409,0.0877534018328242
"GCK","ENST00000403799","snv",0.563662374821173,0.553846153846154,0.0493562231759657,0.041025641025641
"ROR2","ENST00000375708","snv",0.600635593220339,0.598262032085562,0.0723870056497175,0.0848930481283423
"CYP19A1","ENST00000396402","snv",0.591931216931217,0.602006688963211,0.0687830687830688,0.100334448160535
"TBX5","ENST00000405440","snv",0.592164418754014,0.5792,0.0667951188182402,0.056
"ADGRV1","ENST00000405460","snv",0.62079171291158,0.597633136094675,0.0625759737857407,0.0650887573964497
"BMPR1A","ENST00000372037","snv",0.57661038148843,0.5625,0.0519074421513446,0.0511363636363636
"IRF6","ENST00000367021","snv",0.601139601139601,0.56,0.056980056980057,0.08
"ABCA4","ENST00000370225","snv",0.614042802697156,0.5,0.0577543242450894,0
"PROS1","ENST00000394236","snv",0.630723781388479,0.582938388625592,0.0625307730182176,0.0616113744075829
"GLMN","ENST00000370360","snv",0.628571428571429,0.598802395209581,0.096358543417367,0.0778443113772455
"LGI1","ENST00000371418","snv",0.624850657108722,0.618510158013544,0.0854241338112306,0.0609480812641084
"KRIT1","ENST00000394505","snv",0.614654002713704,0.588235294117647,0.0818634102216192,0.134453781512605
"SERPINC1","ENST00000367698","snv",0.617921146953405,0.634361233480176,0.0480286738351254,0.039647577092511
"FH","ENST00000366560","snv",0.580560991519896,0.569948186528497,0.0652315720808871,0.0466321243523316
"EXT1","ENST00000378204","snv",0.611780455153949,0.542372881355932,0.0740740740740741,0.0338983050847458
"C1S","ENST00000360817","snv",0.601354620222545,0.591499409681228,0.0730527334300919,0.0861865407319953
"MTHFR","ENST00000376590","snv",0.60984271943176,0.587360594795539,0.0639269406392694,0.0297397769516729
"MYO7A","ENST00000409709","snv",0.595818291215403,0.564285714285714,0.049338146811071,0.0285714285714286
"CPT2","ENST00000371486","snv",0.605968639352554,0.646596858638743,0.0703085483055134,0.0340314136125654
"CSF3R","ENST00000373106","snv",0.622461170848268,0.616122840690979,0.0896057347670251,0.120921305182342
"BRCA1","ENST00000357654","snv",0.607474964234621,0.588571428571429,0.0742131616595136,0.0514285714285714
"RP1L1","ENST00000382483","snv",0.652644731361933,0.655183020609043,0.101763154241288,0.100276837896032
"ALPL","ENST00000374840","snv",0.591111111111111,0.575949367088608,0.0711111111111111,0.0981012658227848
"CFH","ENST00000367429","snv",0.622294372294372,0.596837944664032,0.0608766233766234,0.0671936758893281
"PTEN","ENST00000371953","snv",0.599009900990099,0.529661016949153,0.0742574257425743,0.0889830508474576
"STXBP1","ENST00000373299","snv",0.587114845938375,0.601503759398496,0.061624649859944,0.0601503759398496
"DSP","ENST00000379802","snv",0.589948932219127,0.608153331305141,0.0548978644382544,0.061149984788561
"COL4A3","ENST00000396578","snv",0.683024137243168,0.688888888888889,0.0815878715340116,0.103703703703704
"ATP1A2","ENST00000361216","snv",0.583741429970617,0.582278481012658,0.0541952334312765,0
"ADAR","ENST00000368474","snv",0.603368649823418,0.65625,0.0687313230100516,0.0972222222222222
"CNNM2","ENST00000369878","snv",0.616057838660578,0.519230769230769,0.0734398782343988,0.1
"SOX10","ENST00000396884","snv",0.623126338329764,0.649867374005305,0.0856531049250535,0.106100795755968
"GCH1","ENST00000491895","snv",0.604249667994688,0.576271186440678,0.0557768924302789,0.0677966101694915
"PIK3R1","ENST00000521381","snv",0.625747126436782,0.579166666666667,0.0754022988505747,0.0166666666666667
"BAP1","ENST00000460680","snv",0.604566210045662,0.548913043478261,0.0484018264840183,0.0434782608695652
"WT1","ENST00000452863","snv",0.609942638623327,0.540697674418605,0.0516252390057361,0.0755813953488372
"SCN5A","ENST00000423572","snv",0.609292328042328,0.586180124223602,0.0534060846560847,0.0512422360248447
"CDKN1C","ENST00000440480","snv",0.667755991285403,0.668508287292818,0.119825708061002,0.0662983425414365
"PDE6B","ENST00000496514","snv",0.583625730994152,0.705357142857143,0.0257309941520468,0
"PUF60","ENST00000526683","snv",0.610119047619048,0.585714285714286,0.0535714285714286,0.0571428571428571
"PPP2CA","ENST00000481195","snv",0.580645161290323,0.552845528455285,0.0397849462365591,0.0650406504065041
"SH3TC2","ENST00000515425","snv",0.618825963279028,0.661157024793388,0.0299974140160331,0.0206611570247934
"SLC2A1","ENST00000426263","snv",0.613928329952671,0.669322709163347,0.0459770114942529,0.0597609561752988
"MBD4","ENST00000429544","snv",0.601739130434783,0.59375,0.101449275362319,0.1171875
"NSD1","ENST00000439151","snv",0.613150414040292,0.629916567342074,0.0836732171548634,0.0804529201430274
"PUF60","ENST00000620341","snv",0.610119047619048,0.585714285714286,0.0535714285714286,0.0571428571428571
"PRKAR1A","ENST00000589228","snv",0.617801047120419,0.609865470852018,0.0636998254799302,0.0717488789237668
"GRIN2B","ENST00000609686","snv",0.59371492704826,0.582590456213949,0.0540965207631874,0.0503408495018353
"ZEB2","ENST00000627532","snv",0.612620027434842,0.592356687898089,0.0680384087791495,0.0461783439490446
"SEMA6B","ENST00000586582","snv",0.612298462692163,0.681307456588355,0.0926134233220847,0.128702757916241
"CDKN1C","ENST00000616138","snv",0.664563617245005,0.668508287292818,0.103049421661409,0.0662983425414365
"KCNQ1","ENST00000632153","snv",0.59344894026975,0.613240418118467,0.0616570327552987,0.0975609756097561
"KCNQ2","ENST00000627948","snv",0.598700243704305,0.591240875912409,0.0755483346872461,0.12043795620438
"CELF2","ENST00000633077","snv",0.581098339719029,0.49438202247191,0.0472541507024266,0.050561797752809
"PTEN","ENST00000644628","snv",0.627960716348931,0.529661016949153,0.0768341998844598,0.0889830508474576
"PKLR","ENST00000572740","snv",0.606376811594203,0.598726114649682,0.0481159420289855,0
"CASR","ENST00000639785","snv",0.60982391102873,0.587781350482315,0.0531356194006796,0.0405144694533762
"GABRG2","ENST00000639213","snv",0.599439775910364,0.647239263803681,0.0651260504201681,0.110429447852761
"RDH12","ENST00000551171","snv",0.605678233438486,0.522875816993464,0.0504731861198738,0.0522875816993464
"OPLAH","ENST00000618853","snv",0.596845099560383,0.639593908629442,0.0747349366433928,0.147208121827411
"PRPF8","ENST00000634039","snv",0.58861301369863,0.565853658536585,0.0460901826484018,0.0634146341463415
"DNM1L","ENST00000549701","snv",0.611035730438716,0.542056074766355,0.060153776571687,0
"KAT6B","ENST00000630001","snv",0.624236579877853,0.605444785276074,0.0821279331404693,0.0598159509202454
"MYH9","ENST00000216181","fs",0.607173210946796,0.590425531914894,0.0237973822879483,0.0638297872340425
"MLH1","ENST00000231790","fs",0.601497137824747,0.586016559337627,0.0673712021136063,0.0671573137074517
"SETX","ENST00000224140","fs",0.608663181478715,0.604651162790698,0.0721931789892955,0.0687882496940024
"WFS1","ENST00000226760","fs",0.594837261503928,0.587086272381986,0.0404040404040404,0.026587086272382
"APOB","ENST00000233242","fs",0.612547472976921,0.634824667472793,0.0642711072158925,0.0634824667472793
"PRPH2","ENST00000230381","fs",0.626320845341018,0.619469026548673,0.031700288184438,0.0176991150442478
"SOX9","ENST00000245479","fs",0.589542483660131,0.609644087256028,0.0986928104575163,0.101033295063146
"CFTR","ENST00000003084","fs",0.610398379473329,0.619512195121951,0.0735989196488859,0.0829268292682927
"CXCR4","ENST00000241393","fs",0.598677998111426,0.630393996247655,0.0339943342776204,0.0225140712945591
"MSH6","ENST00000234420","fs",0.611805045309821,0.553921568627451,0.0832721038452119,0.0588235294117647
"RP1","ENST00000220676","fs",0.62277855045588,0.624869746439736,0.0959666203059805,0.0979506773185134
"TMEM127","ENST00000258439","fs",0.609483960948396,0.601583113456464,0.0376569037656904,0.0343007915567282
"NOTCH2","ENST00000256646","fs",0.600458468176915,0.617292700212615,0.0585221143473571,0.0850460666194189
"KIDINS220","ENST00000256707","fs",0.598006019563582,0.594383775351014,0.0603837471783296,0.0717628705148206
"PKD1","ENST00000262304","fs",0.592394671623296,0.624595469255663,0.0589374225526642,0.0825242718446602
"VHL","ENST00000256474","fs",0.607476635514019,0.563218390804598,0.0202492211838006,0.0191570881226054
"FUS","ENST00000254108","fs",0.662871600253004,0.653465346534653,0.0512333965844402,0.0438472418670438
"DAGLA","ENST00000257215","fs",0.596356663470757,0.612740141557128,0.0501757750079898,0.0758341759352882
"BARD1","ENST00000260947","fs",0.568551842330763,0.570332480818414,0.0599828620394173,0.0434782608695652
"PALB2","ENST00000261584","fs",0.618646447627071,0.619047619047619,0.0808761583824768,0
"DVL3","ENST00000313143","fs",0.609948860994886,0.656488549618321,0.0641562064156206,0.116030534351145
"NIPBL","ENST00000282516","fs",0.616280451574569,0.56551724137931,0.0903149138443256,0.0551724137931034
"CREBBP","ENST00000262367","fs",0.611679628871606,0.604943820224719,0.0814572247237004,0.0957303370786517
"ELANE","ENST00000263621","fs",0.605721393034826,0.569506726457399,0.0907960199004975,0.0717488789237668
"KAT6B","ENST00000287239","fs",0.624236579877853,0.605263157894737,0.0821279331404693,0.0625476735316552
"NOTCH3","ENST00000263388","fs",0.585845535457939,0.654699049630412,0.0790984783232845,0.172122492080253
"KMT2E","ENST00000311117","fs",0.616281154742693,0.610915492957746,0.0891160121929353,0.0818661971830986
"SERPING1","ENST00000278407","fs",0.642049234863606,0.595419847328244,0.0578842315369262,0.049618320610687
"PPM1D","ENST00000305921","fs",0.632563256325633,0.662768031189084,0.05995599559956,0.0818713450292398
"MN1","ENST00000302326","fs",0.640423921271764,0.587786259541985,0.100176633863235,0.0305343511450382
"POLG","ENST00000268124","fs",0.608602150537634,0.729411764705882,0.0658602150537634,0.141176470588235
"LRSAM1","ENST00000300417","fs",0.578729281767956,0.589442815249267,0.0377532228360958,0.0498533724340176
"PMP22","ENST00000312280","fs",0.594202898550725,0.581151832460733,0.031055900621118,0.0523560209424084
"EP300","ENST00000263253","fs",0.61407867494824,0.617147707979626,0.0657004830917874,0.0717317487266553
"KAT6A","ENST00000265713","fs",0.620448877805486,0.612072138387928,0.0713216957605985,0.0478468899521531
"PIEZO1","ENST00000301015","fs",0.604150145387259,0.538823529411765,0.0474491144594237,0.0305882352941176
"PLEC","ENST00000345136","fs",0.610964526531809,0.612975391498881,0.0307094693638229,0.0370725471396612
"GRIN2A","ENST00000330684","fs",0.600682593856655,0.619548081975828,0.0664391353811149,0.0809248554913295
"TRPC6","ENST00000344327","fs",0.599427753934192,0.697142857142857,0.0726037195994278,0.0742857142857143
"EYA1","ENST00000340726","fs",0.60539629005059,0.618247298919568,0.0534007869589657,0.0720288115246098
"ARID1A","ENST00000324856","fs",0.639690871974336,0.623773173391494,0.0854476523767862,0.0523446019629226
"FLNC","ENST00000325888","fs",0.596478356566398,0.626666666666667,0.0682318415260455,0.0833333333333333
"BCL11B","ENST00000357195","fs",0.609310986964618,0.571847507331378,0.0614525139664804,0.0425219941348974
"GATA2","ENST00000341105","fs",0.65003465003465,0.646437994722955,0.0873180873180873,0.0448548812664908
"FBN1","ENST00000316623","fs",0.61652739090065,0.596311475409836,0.0504874651810585,0.0512295081967213
"BRCA1","ENST00000357654","fs",0.607474964234621,0.575107296137339,0.0742131616595136,0
"TRPS1","ENST00000395715","fs",0.607207207207207,0.614180478821363,0.0764478764478764,0.0607734806629834
"PPP3CA","ENST00000394854","fs",0.60727969348659,0.616071428571429,0.0708812260536398,0.0535714285714286
"KCNQ2","ENST00000359125","fs",0.605192821687667,0.599627560521415,0.078655975563192,0.0782122905027933
"CAPN3","ENST00000397163","fs",0.584752635847526,0.54066985645933,0.0604217356042174,0.0382775119617225
"COL5A1","ENST00000371817","fs",0.673373210077941,0.686042339433082,0.115280043501903,0.131324004305705
"TBR1","ENST00000389554","fs",0.632015617374329,0.662721893491124,0.0673499267935578,0.0502958579881657
"CRB1","ENST00000367400","fs",0.609571191660744,0.564853556485356,0.0549632788438759,0.0334728033472803
"COL2A1","ENST00000380518","fs",0.637320788530466,0.497816593886463,0.0824372759856631,0.0349344978165939
"ZNF292","ENST00000369577","fs",0.624326970141948,0.622843628269338,0.0860254527655409,0.0879243183082916
"GCK","ENST00000403799","fs",0.563662374821173,0.535593220338983,0.0493562231759657,0.0406779661016949
"EFTUD2","ENST00000426333","fs",0.597807468311065,0.613861386138614,0.0548132922233642,0.0792079207920792
"SOX10","ENST00000396884","fs",0.623126338329764,0.653171390013495,0.0856531049250535,0.0850202429149798
"DSP","ENST00000379802","fs",0.589948932219127,0.60892801005973,0.0548978644382544,0.0631876768311852
"MYO6","ENST00000369977","fs",0.605754276827372,0.556862745098039,0.0839813374805599,0.0470588235294118
"TEK","ENST00000380036","fs",0.605037037037037,0.583333333333333,0.0562962962962963,0
"FH","ENST00000366560","fs",0.580560991519896,0.628252788104089,0.0652315720808871,0.0855018587360595
"FBXO11","ENST00000403359","fs",0.617456896551724,0.598870056497175,0.0660919540229885,0.0282485875706215
"GLI2","ENST00000361492","fs",0.606369426751592,0.60943695479778,0.0868365180467091,0.0880253766851705
"SCN4A","ENST00000435607","fs",0.594991834512793,0.599681020733652,0.0462710941752858,0.0454545454545455
"SCN5A","ENST00000423572","fs",0.609292328042328,0.599845797995374,0.0534060846560847,0.0454895913646877
"RDH12","ENST00000551171","fs",0.605678233438486,0.582582582582583,0.0504731861198738,0.0810810810810811
"GRIN2B","ENST00000609686","fs",0.59371492704826,0.5895865237366,0.0540965207631874,0.0556406329760082
"FOXN1","ENST00000579795","fs",0.622496147919877,0.6112,0.106317411402157,0.136
"SEMA6B","ENST00000586582","fs",0.612298462692163,0.623493975903614,0.0926134233220847,0.105421686746988
"CDKN1C","ENST00000440480","fs",0.667755991285403,0.673076923076923,0.119825708061002,0.125641025641026
"CASR","ENST00000639785","fs",0.60982391102873,0.598656078191814,0.0531356194006796,0.0415394013439218
"HNRNPU","ENST00000640218","fs",0.673930589184827,0.68018018018018,0.108151735270379,0.108108108108108
"GRN","ENST00000053867","snv_control",0.639169472502806,0.664893617021277,0.0729517396184063,0.0638297872340425
"RALA","ENST00000005257","snv_control",0.586151368760064,0.653179190751445,0.0998389694041868,0.161849710982659
"CRY1","ENST00000008527","snv_control",0.596252129471891,0.590909090909091,0.0687109596819989,0
"ACTL6B","ENST00000160382","snv_control",0.551131928181108,0.564885496183206,0.0640124902419984,0.099236641221374
"KIF22","ENST00000160827","snv_control",0.617617617617618,0.73469387755102,0.0585585585585586,0.0408163265306122
"CREB3L3","ENST00000078445","snv_control",0.601010101010101,0.648351648351648,0.0916305916305916,0.10989010989011
